filename,title,level,tactics,techniques,source_folder,original_path
win_security_susp_failed_logon_reasons.yml,Account Tampering - Suspicious Failed Logon Reasons,medium,"initial-access,persistence,privilege-escalation,stealth",T1078,rules,rules/windows/builtin/security/win_security_susp_failed_logon_reasons.yml
win_security_impacket_secretdump.yml,Possible Impacket SecretDump Remote Activity,high,credential-access,"T1003.002,T1003.003,T1003.004",rules,rules/windows/builtin/security/win_security_impacket_secretdump.yml
win_security_cobaltstrike_service_installs.yml,CobaltStrike Service Installations - Security,high,"execution,lateral-movement,persistence,privilege-escalation","T1021.002,T1543.003,T1569.002",rules,rules/windows/builtin/security/win_security_cobaltstrike_service_installs.yml
win_security_hidden_user_creation.yml,Hidden Local User Creation,high,persistence,T1136.001,rules,rules/windows/builtin/security/win_security_hidden_user_creation.yml
win_security_alert_ruler.yml,Hacktool Ruler,high,"collection,discovery,execution,lateral-movement","T1059,T1087,T1114,T1550.002",rules,rules/windows/builtin/security/win_security_alert_ruler.yml
win_security_susp_group_policy_startup_script_added_to_gpo.yml,Startup/Logon Script Added to Group Policy Object,medium,"defense-impairment,persistence,privilege-escalation","T1484.001,T1547",rules,rules/windows/builtin/security/win_security_susp_group_policy_startup_script_added_to_gpo.yml
win_security_kerberos_asrep_roasting.yml,Potential AS-REP Roasting via Kerberos TGT Requests,medium,untagged,,rules,rules/windows/builtin/security/win_security_kerberos_asrep_roasting.yml
win_security_vssaudit_secevent_source_registration.yml,VSSAudit Security Event Source Registration,informational,credential-access,T1003.002,rules,rules/windows/builtin/security/win_security_vssaudit_secevent_source_registration.yml
win_security_susp_opened_encrypted_zip_filename.yml,Password Protected ZIP File Opened (Suspicious Filenames),high,"command-and-control,stealth","T1027,T1036,T1105",rules,rules/windows/builtin/security/win_security_susp_opened_encrypted_zip_filename.yml
win_security_service_install_remote_access_software.yml,Remote Access Tool Services Have Been Installed - Security,medium,"execution,persistence,privilege-escalation","T1543.003,T1569.002",rules,rules/windows/builtin/security/win_security_service_install_remote_access_software.yml
win_security_meterpreter_or_cobaltstrike_getsystem_service_install.yml,Meterpreter or Cobalt Strike Getsystem Service Installation - Security,high,"privilege-escalation,stealth","T1134.001,T1134.002",rules,rules/windows/builtin/security/win_security_meterpreter_or_cobaltstrike_getsystem_service_install.yml
win_security_susp_dsrm_password_change.yml,Password Change on Directory Service Restore Mode (DSRM) Account,high,"persistence,privilege-escalation",T1098,rules,rules/windows/builtin/security/win_security_susp_dsrm_password_change.yml
win_security_susp_rc4_kerberos.yml,Suspicious Kerberos RC4 Ticket Encryption,medium,credential-access,T1558.003,rules,rules/windows/builtin/security/win_security_susp_rc4_kerberos.yml
win_security_wmiprvse_wbemcomn_dll_hijack.yml,T1047 Wmiprvse Wbemcomn DLL Hijack,high,"execution,lateral-movement","T1021.002,T1047",rules,rules/windows/builtin/security/win_security_wmiprvse_wbemcomn_dll_hijack.yml
win_security_password_policy_enumerated.yml,Password Policy Enumerated,medium,discovery,T1201,rules,rules/windows/builtin/security/win_security_password_policy_enumerated.yml
win_security_possible_dc_shadow.yml,Possible DC Shadow Attack,medium,"credential-access,defense-impairment",T1207,rules,rules/windows/builtin/security/win_security_possible_dc_shadow.yml
win_security_svcctl_remote_service.yml,Remote Service Activity via SVCCTL Named Pipe,medium,"lateral-movement,persistence",T1021.002,rules,rules/windows/builtin/security/win_security_svcctl_remote_service.yml
win_security_lsass_access_non_system_account.yml,LSASS Access From Non System Account,medium,credential-access,T1003.001,rules,rules/windows/builtin/security/win_security_lsass_access_non_system_account.yml
win_security_add_remove_computer.yml,Add or Remove Computer from DC,low,defense-impairment,T1207,rules,rules/windows/builtin/security/win_security_add_remove_computer.yml
win_security_pcap_drivers.yml,Windows Pcap Drivers,medium,"credential-access,discovery",T1040,rules,rules/windows/builtin/security/win_security_pcap_drivers.yml
win_security_susp_scheduled_task_delete_or_disable.yml,Important Scheduled Task Deleted/Disabled,high,"execution,persistence,privilege-escalation",T1053.005,rules,rules/windows/builtin/security/win_security_susp_scheduled_task_delete_or_disable.yml
win_security_mal_wceaux_dll.yml,WCE wceaux.dll Access,critical,credential-access,T1003,rules,rules/windows/builtin/security/win_security_mal_wceaux_dll.yml
win_security_account_discovery.yml,AD Privileged Users or Groups Reconnaissance,high,discovery,T1087.002,rules,rules/windows/builtin/security/win_security_account_discovery.yml
win_security_susp_group_policy_abuse_privilege_addition.yml,Group Policy Abuse for Privilege Addition,medium,"defense-impairment,privilege-escalation",T1484.001,rules,rules/windows/builtin/security/win_security_susp_group_policy_abuse_privilege_addition.yml
win_security_petitpotam_network_share.yml,Possible PetitPotam Coerce Authentication Attempt,high,credential-access,T1187,rules,rules/windows/builtin/security/win_security_petitpotam_network_share.yml
win_security_invoke_obfuscation_via_var_services_security.yml,Invoke-Obfuscation VAR++ LAUNCHER OBFUSCATION - Security,high,"execution,stealth","T1027,T1059.001",rules,rules/windows/builtin/security/win_security_invoke_obfuscation_via_var_services_security.yml
win_security_rdp_reverse_tunnel.yml,RDP over Reverse SSH Tunnel WFP,high,"command-and-control,lateral-movement","T1021.001,T1090.001,T1090.002",rules,rules/windows/builtin/security/win_security_rdp_reverse_tunnel.yml
win_security_disable_event_auditing.yml,Windows Event Auditing Disabled,low,defense-impairment,T1685.001,rules,rules/windows/builtin/security/win_security_disable_event_auditing.yml
win_security_susp_kerberos_manipulation.yml,Kerberos Manipulation,high,credential-access,T1212,rules,rules/windows/builtin/security/win_security_susp_kerberos_manipulation.yml
win_security_tap_driver_installation.yml,Tap Driver Installation - Security,low,exfiltration,T1048,rules,rules/windows/builtin/security/win_security_tap_driver_installation.yml
win_security_susp_scheduled_task_update.yml,Suspicious Scheduled Task Update,high,"execution,persistence,privilege-escalation",T1053.005,rules,rules/windows/builtin/security/win_security_susp_scheduled_task_update.yml
win_security_codeintegrity_check_failure.yml,Failed Code Integrity Checks,informational,stealth,T1027.001,rules,rules/windows/builtin/security/win_security_codeintegrity_check_failure.yml
win_security_admin_share_access.yml,Access To ADMIN$ Network Share,low,lateral-movement,T1021.002,rules,rules/windows/builtin/security/win_security_admin_share_access.yml
win_security_invoke_obfuscation_via_compress_services_security.yml,Invoke-Obfuscation COMPRESS OBFUSCATION - Security,medium,"execution,stealth","T1027,T1059.001",rules,rules/windows/builtin/security/win_security_invoke_obfuscation_via_compress_services_security.yml
win_security_net_share_obj_susp_desktop_ini.yml,Windows Network Access Suspicious desktop.ini Action,medium,"persistence,privilege-escalation",T1547.009,rules,rules/windows/builtin/security/win_security_net_share_obj_susp_desktop_ini.yml
win_security_smb_file_creation_admin_shares.yml,SMB Create Remote File Admin Share,high,lateral-movement,T1021.002,rules,rules/windows/builtin/security/win_security_smb_file_creation_admin_shares.yml
win_security_sam_registry_hive_handle_request.yml,SAM Registry Hive Handle Request,high,"credential-access,discovery","T1012,T1552.002",rules,rules/windows/builtin/security/win_security_sam_registry_hive_handle_request.yml
win_security_dot_net_etw_tamper.yml,ETW Logging Disabled In .NET Processes - Registry,high,"defense-impairment,persistence","T1112,T1685",rules,rules/windows/builtin/security/win_security_dot_net_etw_tamper.yml
win_security_susp_ldap_dataexchange.yml,Suspicious LDAP-Attributes Used,high,command-and-control,T1001.003,rules,rules/windows/builtin/security/win_security_susp_ldap_dataexchange.yml
win_security_aadhealth_mon_agent_regkey_access.yml,Azure AD Health Monitoring Agent Registry Keys Access,medium,discovery,T1012,rules,rules/windows/builtin/security/win_security_aadhealth_mon_agent_regkey_access.yml
win_security_lm_namedpipe.yml,First Time Seen Remote Named Pipe,high,lateral-movement,T1021.002,rules,rules/windows/builtin/security/win_security_lm_namedpipe.yml
win_security_device_installation_blocked.yml,Device Installation Blocked,medium,initial-access,T1200,rules,rules/windows/builtin/security/win_security_device_installation_blocked.yml
win_security_default_domain_gpo_modification.yml,Windows Default Domain GPO Modification,medium,"defense-impairment,privilege-escalation",T1484.001,rules,rules/windows/builtin/security/win_security_default_domain_gpo_modification.yml
win_security_kerberos_coercion_via_dns_object.yml,Potential Kerberos Coercion by Spoofing SPNs via DNS Manipulation,high,"collection,credential-access,persistence,privilege-escalation",T1557.003,rules,rules/windows/builtin/security/win_security_kerberos_coercion_via_dns_object.yml
win_security_metasploit_authentication.yml,Metasploit SMB Authentication,high,lateral-movement,T1021.002,rules,rules/windows/builtin/security/win_security_metasploit_authentication.yml
win_security_susp_scheduled_task_creation.yml,Suspicious Scheduled Task Creation,high,"execution,persistence,privilege-escalation",T1053.005,rules,rules/windows/builtin/security/win_security_susp_scheduled_task_creation.yml
win_security_scm_database_privileged_operation.yml,SCM Database Privileged Operation,medium,privilege-escalation,T1548,rules,rules/windows/builtin/security/win_security_scm_database_privileged_operation.yml
win_security_signal_sensitive_config_access.yml,File Access Of Signal Desktop Sensitive Data,medium,credential-access,T1003,rules,rules/windows/builtin/security/win_security_signal_sensitive_config_access.yml
win_security_dcom_iertutil_dll_hijack.yml,DCOM InternetExplorer.Application Iertutil DLL Hijack - Security,high,lateral-movement,"T1021.002,T1021.003",rules,rules/windows/builtin/security/win_security_dcom_iertutil_dll_hijack.yml
win_security_susp_add_domain_trust.yml,A New Trust Was Created To A Domain,medium,"persistence,privilege-escalation",T1098,rules,rules/windows/builtin/security/win_security_susp_add_domain_trust.yml
win_security_new_or_renamed_user_account_with_dollar_sign.yml,New or Renamed User Account with '$' Character,medium,stealth,T1036,rules,rules/windows/builtin/security/win_security_new_or_renamed_user_account_with_dollar_sign.yml
win_security_user_creation.yml,Local User Creation,low,persistence,T1136.001,rules,rules/windows/builtin/security/win_security_user_creation.yml
win_security_ad_replication_non_machine_account.yml,Active Directory Replication from Non Machine Account,critical,credential-access,T1003.006,rules,rules/windows/builtin/security/win_security_ad_replication_non_machine_account.yml
win_security_user_logoff.yml,User Logoff Event,informational,impact,T1531,rules,rules/windows/builtin/security/win_security_user_logoff.yml
win_security_invoke_obfuscation_var_services_security.yml,Invoke-Obfuscation VAR+ Launcher - Security,high,"execution,stealth","T1027,T1059.001",rules,rules/windows/builtin/security/win_security_invoke_obfuscation_var_services_security.yml
win_security_registry_permissions_weakness_check.yml,Service Registry Key Read Access Request,low,"execution,persistence,privilege-escalation,stealth",T1574.011,rules,rules/windows/builtin/security/win_security_registry_permissions_weakness_check.yml
win_security_susp_outbound_kerberos_connection.yml,Uncommon Outbound Kerberos Connection - Security,medium,"credential-access,lateral-movement",T1558.003,rules,rules/windows/builtin/security/win_security_susp_outbound_kerberos_connection.yml
win_security_user_couldnt_call_priv_service_lsaregisterlogonprocess.yml,User Couldn't Call a Privileged Service 'LsaRegisterLogonProcess',high,"credential-access,lateral-movement,privilege-escalation",T1558.003,rules,rules/windows/builtin/security/win_security_user_couldnt_call_priv_service_lsaregisterlogonprocess.yml
win_security_susp_local_anon_logon_created.yml,Suspicious Windows ANONYMOUS LOGON Local Account Created,high,persistence,"T1136.001,T1136.002",rules,rules/windows/builtin/security/win_security_susp_local_anon_logon_created.yml
win_security_susp_net_recon_activity.yml,Reconnaissance Activity,high,discovery,"T1069.002,T1087.002",rules,rules/windows/builtin/security/win_security_susp_net_recon_activity.yml
win_security_susp_lsass_dump.yml,Password Dumper Activity on LSASS,high,credential-access,T1003.001,rules,rules/windows/builtin/security/win_security_susp_lsass_dump.yml
win_security_camera_microphone_access.yml,Processes Accessing the Microphone and Webcam,medium,collection,T1123,rules,rules/windows/builtin/security/win_security_camera_microphone_access.yml
win_security_susp_add_sid_history.yml,Addition of SID History to Active Directory Object,medium,"persistence,privilege-escalation,stealth",T1134.005,rules,rules/windows/builtin/security/win_security_susp_add_sid_history.yml
win_security_mal_creddumper.yml,Credential Dumping Tools Service Execution - Security,high,"credential-access,execution","T1003.001,T1003.002,T1003.004,T1003.005,T1003.006,T1569.002",rules,rules/windows/builtin/security/win_security_mal_creddumper.yml
win_security_invoke_obfuscation_via_rundll_services_security.yml,Invoke-Obfuscation RUNDLL LAUNCHER - Security,medium,"execution,stealth","T1027,T1059.001",rules,rules/windows/builtin/security/win_security_invoke_obfuscation_via_rundll_services_security.yml
win_security_impacket_psexec.yml,Impacket PsExec Execution,high,lateral-movement,T1021.002,rules,rules/windows/builtin/security/win_security_impacket_psexec.yml
win_security_adcs_certificate_template_configuration_vulnerability.yml,ADCS Certificate Template Configuration Vulnerability,low,"credential-access,privilege-escalation",,rules,rules/windows/builtin/security/win_security_adcs_certificate_template_configuration_vulnerability.yml
win_security_scm_database_handle_failure.yml,SCM Database Handle Failure,medium,discovery,T1010,rules,rules/windows/builtin/security/win_security_scm_database_handle_failure.yml
win_security_hktl_nofilter.yml,HackTool - NoFilter Execution,high,"privilege-escalation,stealth","T1134,T1134.001",rules,rules/windows/builtin/security/win_security_hktl_nofilter.yml
win_security_account_backdoor_dcsync_rights.yml,Powerview Add-DomainObjectAcl DCSync AD Extend Right,high,"persistence,privilege-escalation",T1098,rules,rules/windows/builtin/security/win_security_account_backdoor_dcsync_rights.yml
win_security_invoke_obfuscation_clip_services_security.yml,Invoke-Obfuscation CLIP+ Launcher - Security,high,"execution,stealth","T1027,T1059.001",rules,rules/windows/builtin/security/win_security_invoke_obfuscation_clip_services_security.yml
win_security_atsvc_task.yml,Remote Task Creation via ATSVC Named Pipe,medium,"execution,lateral-movement,persistence,privilege-escalation",T1053.002,rules,rules/windows/builtin/security/win_security_atsvc_task.yml
win_security_register_new_logon_process_by_rubeus.yml,Register new Logon Process by Rubeus,high,"credential-access,lateral-movement,privilege-escalation",T1558.003,rules,rules/windows/builtin/security/win_security_register_new_logon_process_by_rubeus.yml
win_security_disable_event_auditing_critical.yml,Important Windows Event Auditing Disabled,high,defense-impairment,T1685.001,rules,rules/windows/builtin/security/win_security_disable_event_auditing_critical.yml
win_security_susp_possible_shadow_credentials_added.yml,Possible Shadow Credentials Added,high,"credential-access,defense-impairment,persistence",T1556,rules,rules/windows/builtin/security/win_security_susp_possible_shadow_credentials_added.yml
win_security_user_driver_loaded.yml,Potential Privileged System Service Operation - SeLoadDriverPrivilege,medium,defense-impairment,T1685,rules,rules/windows/builtin/security/win_security_user_driver_loaded.yml
win_security_hktl_edr_silencer.yml,HackTool - EDRSilencer Execution - Filter Added,high,defense-impairment,T1685,rules,rules/windows/builtin/security/win_security_hktl_edr_silencer.yml
win_security_workstation_was_locked.yml,Locked Workstation,informational,impact,,rules,rules/windows/builtin/security/win_security_workstation_was_locked.yml
win_security_syskey_registry_access.yml,SysKey Registry Keys Access,high,discovery,T1012,rules,rules/windows/builtin/security/win_security_syskey_registry_access.yml
win_security_susp_lsass_dump_generic.yml,Potentially Suspicious AccessMask Requested From LSASS,medium,credential-access,T1003.001,rules,rules/windows/builtin/security/win_security_susp_lsass_dump_generic.yml
win_security_invoke_obfuscation_stdin_services_security.yml,Invoke-Obfuscation STDIN+ Launcher - Security,high,"execution,stealth","T1027,T1059.001",rules,rules/windows/builtin/security/win_security_invoke_obfuscation_stdin_services_security.yml
win_security_susp_raccess_sensitive_fext.yml,Suspicious Access to Sensitive File Extensions,medium,collection,T1039,rules,rules/windows/builtin/security/win_security_susp_raccess_sensitive_fext.yml
win_security_dcsync.yml,Mimikatz DC Sync,high,credential-access,T1003.006,rules,rules/windows/builtin/security/win_security_dcsync.yml
win_security_gpo_scheduledtasks.yml,Persistence and Execution at Scale via GPO Scheduled Task,high,"execution,lateral-movement,persistence,privilege-escalation",T1053.005,rules,rules/windows/builtin/security/win_security_gpo_scheduledtasks.yml
win_security_wmi_persistence.yml,WMI Persistence - Security,medium,"persistence,privilege-escalation",T1546.003,rules,rules/windows/builtin/security/win_security_wmi_persistence.yml
win_security_powershell_script_installed_as_service.yml,PowerShell Scripts Installed as Services - Security,high,execution,T1569.002,rules,rules/windows/builtin/security/win_security_powershell_script_installed_as_service.yml
win_security_dce_rpc_smb_spoolss_named_pipe.yml,DCERPC SMB Spoolss Named Pipe,medium,lateral-movement,T1021.002,rules,rules/windows/builtin/security/win_security_dce_rpc_smb_spoolss_named_pipe.yml
win_security_user_added_to_local_administrators.yml,User Added to Local Administrator Group,medium,"initial-access,persistence,privilege-escalation,stealth","T1078,T1098",rules,rules/windows/builtin/security/win_security_user_added_to_local_administrators.yml
win_security_alert_active_directory_user_control.yml,Enabled User Right in AD to Control User Objects,high,"persistence,privilege-escalation",T1098,rules,rules/windows/builtin/security/win_security_alert_active_directory_user_control.yml
win_security_adcs_certificate_template_configuration_vulnerability_eku.yml,ADCS Certificate Template Configuration Vulnerability with Risky EKU,high,"credential-access,privilege-escalation",,rules,rules/windows/builtin/security/win_security_adcs_certificate_template_configuration_vulnerability_eku.yml
win_security_sdelete_potential_secure_deletion.yml,Potential Secure Deletion with SDelete,medium,"defense-impairment,impact,stealth","T1027.005,T1070.004,T1485,T1553.002",rules,rules/windows/builtin/security/win_security_sdelete_potential_secure_deletion.yml
win_security_petitpotam_susp_tgt_request.yml,PetitPotam Suspicious Kerberos TGT Request,high,credential-access,T1187,rules,rules/windows/builtin/security/win_security_petitpotam_susp_tgt_request.yml
win_security_audit_log_cleared.yml,Security Eventlog Cleared,high,defense-impairment,T1685.005,rules,rules/windows/builtin/security/win_security_audit_log_cleared.yml
win_security_transf_files_with_cred_data_via_network_shares.yml,Transferring Files with Credential Data via Network Shares,medium,credential-access,"T1003.001,T1003.002,T1003.003",rules,rules/windows/builtin/security/win_security_transf_files_with_cred_data_via_network_shares.yml
win_security_dpapi_domain_masterkey_backup_attempt.yml,DPAPI Domain Master Key Backup Attempt,medium,credential-access,T1003.004,rules,rules/windows/builtin/security/win_security_dpapi_domain_masterkey_backup_attempt.yml
win_security_aadhealth_svc_agent_regkey_access.yml,Azure AD Health Service Agents Registry Keys Access,medium,discovery,T1012,rules,rules/windows/builtin/security/win_security_aadhealth_svc_agent_regkey_access.yml
win_security_invoke_obfuscation_via_use_mshta_services_security.yml,Invoke-Obfuscation Via Use MSHTA - Security,high,"execution,stealth","T1027,T1059.001",rules,rules/windows/builtin/security/win_security_invoke_obfuscation_via_use_mshta_services_security.yml
win_security_susp_opened_encrypted_zip.yml,Password Protected ZIP File Opened,medium,stealth,T1027,rules,rules/windows/builtin/security/win_security_susp_opened_encrypted_zip.yml
win_security_invoke_obfuscation_via_use_rundll32_services_security.yml,Invoke-Obfuscation Via Use Rundll32 - Security,high,"execution,stealth","T1027,T1059.001",rules,rules/windows/builtin/security/win_security_invoke_obfuscation_via_use_rundll32_services_security.yml
win_security_not_allowed_rdp_access.yml,Denied Access To Remote Desktop,medium,lateral-movement,T1021.001,rules,rules/windows/builtin/security/win_security_not_allowed_rdp_access.yml
win_security_dpapi_domain_backupkey_extraction.yml,DPAPI Domain Backup Key Extraction,high,credential-access,T1003.004,rules,rules/windows/builtin/security/win_security_dpapi_domain_backupkey_extraction.yml
win_security_invoke_obfuscation_via_use_clip_services_security.yml,Invoke-Obfuscation Via Use Clip - Security,high,"execution,stealth","T1027,T1059.001",rules,rules/windows/builtin/security/win_security_invoke_obfuscation_via_use_clip_services_security.yml
win_security_kerberoasting_activity.yml,Kerberoasting Activity - Initial Query,medium,credential-access,T1558.003,rules,rules/windows/builtin/security/win_security_kerberoasting_activity.yml
win_security_invoke_obfuscation_via_stdin_services_security.yml,Invoke-Obfuscation Via Stdin - Security,high,"execution,stealth","T1027,T1059.001",rules,rules/windows/builtin/security/win_security_invoke_obfuscation_via_stdin_services_security.yml
win_security_service_installation_by_unusal_client.yml,Service Installed By Unusual Client - Security,high,"persistence,privilege-escalation",T1543,rules,rules/windows/builtin/security/win_security_service_installation_by_unusal_client.yml
win_security_susp_logon_explicit_credentials.yml,Suspicious Remote Logon with Explicit Credentials,medium,"initial-access,lateral-movement,persistence,privilege-escalation,stealth",T1078,rules,rules/windows/builtin/security/win_security_susp_logon_explicit_credentials.yml
win_security_susp_psexec.yml,Suspicious PsExec Execution,high,lateral-movement,T1021.002,rules,rules/windows/builtin/security/win_security_susp_psexec.yml
win_security_replay_attack_detected.yml,Replay Attack Detected,high,credential-access,T1558,rules,rules/windows/builtin/security/win_security_replay_attack_detected.yml
win_security_wfp_endpoint_agent_blocked.yml,Windows Filtering Platform Blocked Connection From EDR Agent Binary,high,defense-impairment,T1685,rules,rules/windows/builtin/security/object_access/win_security_wfp_endpoint_agent_blocked.yml
win_security_successful_external_remote_rdp_login.yml,External Remote RDP Logon from Public IP,medium,"credential-access,initial-access,persistence,privilege-escalation,stealth","T1078,T1110,T1133",rules,rules/windows/builtin/security/account_management/win_security_successful_external_remote_rdp_login.yml
win_security_susp_wmi_login.yml,Successful Account Login Via WMI,low,execution,T1047,rules,rules/windows/builtin/security/account_management/win_security_susp_wmi_login.yml
win_security_security_enabled_global_group_deleted.yml,A Security-Enabled Global Group Was Deleted,low,"persistence,privilege-escalation",T1098,rules,rules/windows/builtin/security/account_management/win_security_security_enabled_global_group_deleted.yml
win_security_successful_external_remote_smb_login.yml,External Remote SMB Logon from Public IP,high,"credential-access,initial-access,persistence,privilege-escalation,stealth","T1078,T1110,T1133",rules,rules/windows/builtin/security/account_management/win_security_successful_external_remote_smb_login.yml
win_security_diagtrack_eop_default_login_username.yml,DiagTrackEoP Default Login Username,critical,privilege-escalation,,rules,rules/windows/builtin/security/account_management/win_security_diagtrack_eop_default_login_username.yml
win_security_rdp_localhost_login.yml,RDP Login from Localhost,high,lateral-movement,T1021.001,rules,rules/windows/builtin/security/account_management/win_security_rdp_localhost_login.yml
win_security_member_added_security_enabled_global_group.yml,A Member Was Added to a Security-Enabled Global Group,low,"persistence,privilege-escalation",T1098,rules,rules/windows/builtin/security/account_management/win_security_member_added_security_enabled_global_group.yml
win_security_susp_privesc_kerberos_relay_over_ldap.yml,Potential Privilege Escalation via Local Kerberos Relay over LDAP,high,"credential-access,privilege-escalation",T1548,rules,rules/windows/builtin/security/account_management/win_security_susp_privesc_kerberos_relay_over_ldap.yml
win_security_susp_rottenpotato.yml,RottenPotato Like Attack Pattern,high,"collection,credential-access,privilege-escalation",T1557.001,rules,rules/windows/builtin/security/account_management/win_security_susp_rottenpotato.yml
win_security_susp_failed_logon_source.yml,Failed Logon From Public IP,medium,"initial-access,persistence,privilege-escalation,stealth","T1078,T1133,T1190",rules,rules/windows/builtin/security/account_management/win_security_susp_failed_logon_source.yml
win_security_susp_logon_newcredentials.yml,Outgoing Logon with New Credentials,low,lateral-movement,T1550,rules,rules/windows/builtin/security/account_management/win_security_susp_logon_newcredentials.yml
win_security_member_removed_security_enabled_global_group.yml,A Member Was Removed From a Security-Enabled Global Group,low,"persistence,privilege-escalation",T1098,rules,rules/windows/builtin/security/account_management/win_security_member_removed_security_enabled_global_group.yml
win_security_admin_rdp_login.yml,Admin User Remote Logon,low,"initial-access,lateral-movement,persistence,privilege-escalation,stealth","T1078.001,T1078.002,T1078.003",rules,rules/windows/builtin/security/account_management/win_security_admin_rdp_login.yml
win_security_pass_the_hash_2.yml,Pass the Hash Activity 2,medium,lateral-movement,T1550.002,rules,rules/windows/builtin/security/account_management/win_security_pass_the_hash_2.yml
win_security_overpass_the_hash.yml,Successful Overpass the Hash Attempt,high,lateral-movement,T1550.002,rules,rules/windows/builtin/security/account_management/win_security_overpass_the_hash.yml
win_security_access_token_abuse.yml,Potential Access Token Abuse,medium,"privilege-escalation,stealth",T1134.001,rules,rules/windows/builtin/security/account_management/win_security_access_token_abuse.yml
win_susp_ntlm_brute_force.yml,NTLM Brute Force,medium,credential-access,T1110,rules,rules/windows/builtin/ntlm/win_susp_ntlm_brute_force.yml
win_susp_ntlm_rdp.yml,Potential Remote Desktop Connection to Non-Domain Host,medium,command-and-control,T1219.002,rules,rules/windows/builtin/ntlm/win_susp_ntlm_rdp.yml
win_susp_ntlm_auth.yml,NTLM Logon,low,lateral-movement,T1550.002,rules,rules/windows/builtin/ntlm/win_susp_ntlm_auth.yml
driver_load_win_vuln_winring0_driver.yml,Vulnerable WinRing0 Driver Load,high,"persistence,privilege-escalation",T1543.003,rules,rules/windows/driver_load/driver_load_win_vuln_winring0_driver.yml
driver_load_win_pua_system_informer.yml,PUA - System Informer Driver Load,medium,"persistence,privilege-escalation",T1543,rules,rules/windows/driver_load/driver_load_win_pua_system_informer.yml
driver_load_win_vuln_drivers_names.yml,Vulnerable Driver Load By Name,low,"persistence,privilege-escalation","T1068,T1543.003",rules,rules/windows/driver_load/driver_load_win_vuln_drivers_names.yml
driver_load_win_windivert.yml,WinDivert Driver Load,high,"collection,credential-access,defense-impairment","T1557.001,T1599.001",rules,rules/windows/driver_load/driver_load_win_windivert.yml
driver_load_win_mal_drivers_names.yml,Malicious Driver Load By Name,medium,"persistence,privilege-escalation","T1068,T1543.003",rules,rules/windows/driver_load/driver_load_win_mal_drivers_names.yml
driver_load_win_pua_process_hacker.yml,PUA - Process Hacker Driver Load,high,"persistence,privilege-escalation",T1543,rules,rules/windows/driver_load/driver_load_win_pua_process_hacker.yml
driver_load_win_mal_drivers.yml,Malicious Driver Load,high,"persistence,privilege-escalation","T1068,T1543.003",rules,rules/windows/driver_load/driver_load_win_mal_drivers.yml
driver_load_win_vuln_drivers.yml,Vulnerable Driver Load,high,"persistence,privilege-escalation","T1068,T1543.003",rules,rules/windows/driver_load/driver_load_win_vuln_drivers.yml
driver_load_win_susp_temp_use.yml,Driver Load From A Temporary Directory,high,"persistence,privilege-escalation",T1543.003,rules,rules/windows/driver_load/driver_load_win_susp_temp_use.yml
driver_load_win_vuln_hevd_driver.yml,Vulnerable HackSys Extreme Vulnerable Driver Load,high,"persistence,privilege-escalation",T1543.003,rules,rules/windows/driver_load/driver_load_win_vuln_hevd_driver.yml
registry_add_persistence_disk_cleanup_handler_entry.yml,Potential Persistence Via Disk Cleanup Handler - Registry,medium,persistence,,rules,rules/windows/registry/registry_add/registry_add_persistence_disk_cleanup_handler_entry.yml
registry_set_persistence_globalflags.yml,Potential Persistence Via GlobalFlags,high,"persistence,privilege-escalation",T1546.012,rules,rules/windows/registry/registry_set/registry_set_persistence_globalflags.yml
registry_set_sentinelone_shell_context_tampering.yml,Potential SentinelOne Shell Context Menu Scan Command Tampering,medium,persistence,,rules,rules/windows/registry/registry_set/registry_set_sentinelone_shell_context_tampering.yml
registry_set_powershell_enablescripts_enabled.yml,PowerShell Script Execution Policy Enabled,low,execution,,rules,rules/windows/registry/registry_set/registry_set_powershell_enablescripts_enabled.yml
registry_set_persistence_event_viewer_events_asp.yml,Potential Persistence Via Event Viewer Events.asp,medium,"defense-impairment,persistence",T1112,rules,rules/windows/registry/registry_set/registry_set_persistence_event_viewer_events_asp.yml
registry_set_dsrm_tampering.yml,Directory Service Restore Mode(DSRM) Registry Value Tampering,high,"credential-access,defense-impairment,persistence",T1556,rules,rules/windows/registry/registry_set/registry_set_dsrm_tampering.yml
registry_set_bginfo_custom_db.yml,New BgInfo.EXE Custom DB Path Registry Configuration,medium,"defense-impairment,persistence",T1112,rules,rules/windows/registry/registry_set/registry_set_bginfo_custom_db.yml
registry_set_scr_file_executed_by_rundll32.yml,ScreenSaver Registry Key Set,medium,stealth,T1218.011,rules,rules/windows/registry/registry_set/registry_set_scr_file_executed_by_rundll32.yml
registry_set_potential_clickfix_execution.yml,Potential ClickFix Execution Pattern - Registry,high,execution,T1204.001,rules,rules/windows/registry/registry_set/registry_set_potential_clickfix_execution.yml
registry_set_uac_disable.yml,UAC Disabled,medium,privilege-escalation,T1548.002,rules,rules/windows/registry/registry_set/registry_set_uac_disable.yml
registry_set_winlogon_notify_key.yml,Winlogon Notify Key Logon Persistence,high,"persistence,privilege-escalation",T1547.004,rules,rules/windows/registry/registry_set/registry_set_winlogon_notify_key.yml
registry_set_pua_sysinternals_renamed_execution_via_eula.yml,Suspicious Execution Of Renamed Sysinternals Tools - Registry,high,resource-development,T1588.002,rules,rules/windows/registry/registry_set/registry_set_pua_sysinternals_renamed_execution_via_eula.yml
