filename,title,level,tactics,techniques,source_folder,original_path
onelogin_assumed_another_user.yml,OneLogin User Assumed Another User,low,impact,,rules,rules/identity/onelogin/onelogin_assumed_another_user.yml
onelogin_user_account_locked.yml,OneLogin User Account Locked,low,impact,,rules,rules/identity/onelogin/onelogin_user_account_locked.yml
cisco_duo_mfa_bypass_via_bypass_code.yml,Cisco Duo Successful MFA Authentication Via Bypass Code,medium,"credential-access,initial-access,stealth",,rules,rules/identity/cisco_duo/cisco_duo_mfa_bypass_via_bypass_code.yml
okta_admin_role_assignment_created.yml,Okta Admin Role Assignment Created,medium,persistence,,rules,rules/identity/okta/okta_admin_role_assignment_created.yml
okta_user_created.yml,New Okta User Created,informational,credential-access,,rules,rules/identity/okta/okta_user_created.yml
okta_policy_rule_modified_or_deleted.yml,Okta Policy Rule Modified or Deleted,medium,impact,,rules,rules/identity/okta/okta_policy_rule_modified_or_deleted.yml
okta_fastpass_phishing_detection.yml,Okta FastPass Phishing Detection,high,initial-access,T1566,rules,rules/identity/okta/okta_fastpass_phishing_detection.yml
okta_unauthorized_access_to_app.yml,Okta Unauthorized Access to App,medium,impact,,rules,rules/identity/okta/okta_unauthorized_access_to_app.yml
okta_user_account_locked_out.yml,Okta User Account Locked Out,medium,impact,T1531,rules,rules/identity/okta/okta_user_account_locked_out.yml
okta_api_token_revoked.yml,Okta API Token Revoked,medium,impact,,rules,rules/identity/okta/okta_api_token_revoked.yml
okta_new_behaviours_admin_console.yml,Okta New Admin Console Behaviours,high,"initial-access,persistence,privilege-escalation,stealth",T1078.004,rules,rules/identity/okta/okta_new_behaviours_admin_console.yml
okta_application_modified_or_deleted.yml,Okta Application Modified or Deleted,medium,impact,,rules,rules/identity/okta/okta_application_modified_or_deleted.yml
okta_user_session_start_via_anonymised_proxy.yml,Okta User Session Start Via An Anonymising Proxy Service,high,defense-impairment,T1685,rules,rules/identity/okta/okta_user_session_start_via_anonymised_proxy.yml
okta_mfa_reset_or_deactivated.yml,Okta MFA Reset or Deactivated,medium,"credential-access,defense-impairment,persistence",T1556.006,rules,rules/identity/okta/okta_mfa_reset_or_deactivated.yml
okta_admin_role_assigned_to_user_or_group.yml,Okta Admin Role Assigned to an User or Group,medium,"persistence,privilege-escalation",T1098.003,rules,rules/identity/okta/okta_admin_role_assigned_to_user_or_group.yml
okta_api_token_created.yml,Okta API Token Created,medium,persistence,,rules,rules/identity/okta/okta_api_token_created.yml
okta_security_threat_detected.yml,Okta Security Threat Detected,medium,command-and-control,,rules,rules/identity/okta/okta_security_threat_detected.yml
okta_suspicious_activity_enduser_report.yml,Okta Suspicious Activity Reported by End-user,high,resource-development,T1586.003,rules,rules/identity/okta/okta_suspicious_activity_enduser_report.yml
okta_password_in_alternateid_field.yml,Potential Okta Password in AlternateID Field,high,credential-access,T1552,rules,rules/identity/okta/okta_password_in_alternateid_field.yml
okta_policy_modified_or_deleted.yml,Okta Policy Modified or Deleted,low,impact,,rules,rules/identity/okta/okta_policy_modified_or_deleted.yml
okta_admin_activity_from_proxy_query.yml,Okta Admin Functions Access Through Proxy,medium,credential-access,,rules,rules/identity/okta/okta_admin_activity_from_proxy_query.yml
okta_network_zone_deactivated_or_deleted.yml,Okta Network Zone Deactivated or Deleted,medium,impact,,rules,rules/identity/okta/okta_network_zone_deactivated_or_deleted.yml
okta_identity_provider_created.yml,Okta Identity Provider Created,medium,"persistence,privilege-escalation",T1098.001,rules,rules/identity/okta/okta_identity_provider_created.yml
okta_application_sign_on_policy_modified_or_deleted.yml,Okta Application Sign-On Policy Modified or Deleted,medium,impact,,rules,rules/identity/okta/okta_application_sign_on_policy_modified_or_deleted.yml
av_exploiting.yml,Antivirus Exploitation Framework Detection,critical,"command-and-control,execution","T1203,T1219.002",rules,rules/category/antivirus/av_exploiting.yml
av_password_dumper.yml,Antivirus Password Dumper Detection,critical,credential-access,"T1003,T1003.001,T1003.002,T1558",rules,rules/category/antivirus/av_password_dumper.yml
av_relevant_files.yml,Antivirus Relevant File Paths Alerts,high,resource-development,T1588,rules,rules/category/antivirus/av_relevant_files.yml
av_webshell.yml,Antivirus Web Shell Detection,high,persistence,T1505.003,rules,rules/category/antivirus/av_webshell.yml
av_hacktool.yml,Antivirus Hacktool Detection,high,execution,T1204,rules,rules/category/antivirus/av_hacktool.yml
av_ransomware.yml,Antivirus Ransomware Detection,critical,impact,T1486,rules,rules/category/antivirus/av_ransomware.yml
db_anomalous_query.yml,Suspicious SQL Query,medium,"exfiltration,initial-access,persistence,privilege-escalation","T1190,T1505.001",rules,rules/category/database/db_anomalous_query.yml
proxy_ua_rclone.yml,Rclone Activity via Proxy,medium,exfiltration,T1567.002,rules,rules/web/proxy_generic/proxy_ua_rclone.yml
proxy_download_susp_dyndns.yml,Download from Suspicious Dyndns Hosts,medium,command-and-control,"T1105,T1568",rules,rules/web/proxy_generic/proxy_download_susp_dyndns.yml
proxy_f5_tm_utility_bash_api_request.yml,F5 BIG-IP iControl Rest API Command Execution - Proxy,medium,initial-access,T1190,rules,rules/web/proxy_generic/proxy_f5_tm_utility_bash_api_request.yml
proxy_download_susp_tlds_whitelist.yml,Download From Suspicious TLD - Whitelist,low,"execution,initial-access","T1203,T1204.002,T1566",rules,rules/web/proxy_generic/proxy_download_susp_tlds_whitelist.yml
proxy_ua_malware.yml,Malware User Agent,high,command-and-control,T1071.001,rules,rules/web/proxy_generic/proxy_ua_malware.yml
proxy_ua_bitsadmin_susp_tld.yml,Bitsadmin to Uncommon TLD,high,"command-and-control,execution,persistence,stealth","T1071.001,T1197",rules,rules/web/proxy_generic/proxy_ua_bitsadmin_susp_tld.yml
proxy_ua_frameworks.yml,Exploit Framework User Agent,high,command-and-control,T1071.001,rules,rules/web/proxy_generic/proxy_ua_frameworks.yml
proxy_hktl_empire_ua_uri_patterns.yml,HackTool - Empire UserAgent URI Combo,high,command-and-control,T1071.001,rules,rules/web/proxy_generic/proxy_hktl_empire_ua_uri_patterns.yml
proxy_ua_powershell.yml,Windows PowerShell User Agent,medium,command-and-control,T1071.001,rules,rules/web/proxy_generic/proxy_ua_powershell.yml
proxy_ua_empty.yml,HTTP Request With Empty User Agent,medium,command-and-control,T1071.001,rules,rules/web/proxy_generic/proxy_ua_empty.yml
proxy_webdav_external_execution.yml,Suspicious External WebDAV Execution,high,"initial-access,resource-development","T1566,T1584",rules,rules/web/proxy_generic/proxy_webdav_external_execution.yml
proxy_ua_bitsadmin_susp_ip.yml,Bitsadmin to Uncommon IP Server Address,high,"command-and-control,execution,persistence,stealth","T1071.001,T1197",rules,rules/web/proxy_generic/proxy_ua_bitsadmin_susp_ip.yml
proxy_hktl_cobalt_strike_malleable_c2_requests.yml,HackTool - CobaltStrike Malleable Profile Patterns - Proxy,high,command-and-control,T1071.001,rules,rules/web/proxy_generic/proxy_hktl_cobalt_strike_malleable_c2_requests.yml
proxy_raw_paste_service_access.yml,Raw Paste Service Access,high,command-and-control,"T1071.001,T1102.001,T1102.003",rules,rules/web/proxy_generic/proxy_raw_paste_service_access.yml
proxy_download_susp_tlds_blacklist.yml,Download From Suspicious TLD - Blacklist,low,"execution,initial-access","T1203,T1204.002,T1566",rules,rules/web/proxy_generic/proxy_download_susp_tlds_blacklist.yml
proxy_hktl_baby_shark_default_agent_url.yml,HackTool - BabyShark Agent Default URL Pattern,critical,command-and-control,T1071.001,rules,rules/web/proxy_generic/proxy_hktl_baby_shark_default_agent_url.yml
proxy_telegram_api.yml,Telegram API Access,medium,command-and-control,"T1071.001,T1102.002",rules,rules/web/proxy_generic/proxy_telegram_api.yml
proxy_ua_cryptominer.yml,Crypto Miner User Agent,high,command-and-control,T1071.001,rules,rules/web/proxy_generic/proxy_ua_cryptominer.yml
proxy_downloadcradle_webdav.yml,Windows WebDAV User Agent,high,command-and-control,T1071.001,rules,rules/web/proxy_generic/proxy_downloadcradle_webdav.yml
proxy_susp_flash_download_loc.yml,Flash Player Update from Suspicious Location,high,"execution,initial-access,stealth","T1036.005,T1189,T1204.002",rules,rules/web/proxy_generic/proxy_susp_flash_download_loc.yml
proxy_susp_ipfs_cred_harvest.yml,Suspicious Network Communication With IPFS,low,"collection,credential-access",T1056,rules,rules/web/proxy_generic/proxy_susp_ipfs_cred_harvest.yml
proxy_pwndrop.yml,PwnDrp Access,critical,command-and-control,"T1071.001,T1102.001,T1102.003",rules,rules/web/proxy_generic/proxy_pwndrop.yml
proxy_ua_apt.yml,APT User Agent,high,command-and-control,T1071.001,rules,rules/web/proxy_generic/proxy_ua_apt.yml
proxy_hello_world_user_agent.yml,Potential Hello-World Scraper Botnet Activity,medium,reconnaissance,T1595,rules,rules/web/proxy_generic/proxy_hello_world_user_agent.yml
proxy_ua_susp.yml,Suspicious User Agent,high,command-and-control,T1071.001,rules,rules/web/proxy_generic/proxy_ua_susp.yml
proxy_ua_hacktool.yml,Hack Tool User Agent,high,"credential-access,initial-access","T1110,T1190",rules,rules/web/proxy_generic/proxy_ua_hacktool.yml
proxy_ua_susp_base64.yml,Potential Base64 Encoded User-Agent,medium,command-and-control,T1071.001,rules,rules/web/proxy_generic/proxy_ua_susp_base64.yml
proxy_pua_advanced_ip_scanner_update_check.yml,PUA - Advanced IP/Port Scanner Update Check,medium,"discovery,reconnaissance",T1590,rules,rules/web/proxy_generic/proxy_pua_advanced_ip_scanner_update_check.yml
proxy_ua_base64_encoded.yml,Suspicious Base64 Encoded User-Agent,medium,command-and-control,T1071.001,rules,rules/web/proxy_generic/proxy_ua_base64_encoded.yml
web_source_code_enumeration.yml,Source Code Enumeration Detection by Keyword,medium,discovery,T1083,rules,rules/web/webserver_generic/web_source_code_enumeration.yml
web_webshell_regeorg.yml,Webshell ReGeorg Detection Via Web Logs,high,persistence,T1505.003,rules,rules/web/webserver_generic/web_webshell_regeorg.yml
web_ssti_in_access_logs.yml,Server Side Template Injection Strings,high,stealth,T1221,rules,rules/web/webserver_generic/web_ssti_in_access_logs.yml
web_path_traversal_exploitation_attempt.yml,Path Traversal Exploitation Attempts,medium,initial-access,T1190,rules,rules/web/webserver_generic/web_path_traversal_exploitation_attempt.yml
web_java_payload_in_access_logs.yml,Java Payload Strings,high,initial-access,T1190,rules,rules/web/webserver_generic/web_java_payload_in_access_logs.yml
web_xss_in_access_logs.yml,Cross Site Scripting Strings,high,initial-access,T1189,rules,rules/web/webserver_generic/web_xss_in_access_logs.yml
web_win_webshells_in_access_logs.yml,Windows Webshell Strings,high,persistence,T1505.003,rules,rules/web/webserver_generic/web_win_webshells_in_access_logs.yml
web_susp_useragents.yml,Suspicious User-Agents Related To Recon Tools,medium,initial-access,T1190,rules,rules/web/webserver_generic/web_susp_useragents.yml
web_susp_windows_path_uri.yml,Suspicious Windows Strings In URI,high,"exfiltration,persistence",T1505.003,rules,rules/web/webserver_generic/web_susp_windows_path_uri.yml
web_sql_injection_in_access_logs.yml,SQL Injection Strings In URI,high,initial-access,T1190,rules,rules/web/webserver_generic/web_sql_injection_in_access_logs.yml
web_f5_tm_utility_bash_api_request.yml,F5 BIG-IP iControl Rest API Command Execution - Webserver,medium,"execution,initial-access",T1190,rules,rules/web/webserver_generic/web_f5_tm_utility_bash_api_request.yml
web_jndi_exploit.yml,JNDIExploit Pattern,high,initial-access,T1190,rules,rules/web/webserver_generic/web_jndi_exploit.yml
web_iis_tilt_shortname_scan.yml,Successful IIS Shortname Fuzzing Scan,medium,initial-access,T1190,rules,rules/web/webserver_generic/web_iis_tilt_shortname_scan.yml
web_apache_threading_error.yml,Apache Threading Error,medium,"initial-access,lateral-movement","T1190,T1210",rules,rules/web/product/apache/web_apache_threading_error.yml
web_apache_segfault.yml,Apache Segmentation Fault,high,impact,T1499.004,rules,rules/web/product/apache/web_apache_segfault.yml
web_nginx_core_dump.yml,Nginx Core Dump,high,impact,T1499.004,rules,rules/web/product/nginx/web_nginx_core_dump.yml
cisco_ldp_md5_auth_failed.yml,Cisco LDP Authentication Failures,low,"collection,credential-access,initial-access,persistence,privilege-escalation,stealth","T1078,T1110,T1557",rules,rules/network/cisco/ldp/cisco_ldp_md5_auth_failed.yml
cisco_cli_collect_data.yml,Cisco Collect Data,low,"collection,credential-access,discovery","T1005,T1087.001,T1552.001",rules,rules/network/cisco/aaa/cisco_cli_collect_data.yml
cisco_cli_crypto_actions.yml,Cisco Crypto Commands,high,"credential-access,defense-impairment","T1552.004,T1553.004",rules,rules/network/cisco/aaa/cisco_cli_crypto_actions.yml
cisco_cli_disable_logging.yml,Cisco Disabling Logging,high,defense-impairment,T1685,rules,rules/network/cisco/aaa/cisco_cli_disable_logging.yml
cisco_cli_dos.yml,Cisco Denial of Service,medium,impact,"T1495,T1529,T1565.001",rules,rules/network/cisco/aaa/cisco_cli_dos.yml
cisco_cli_net_sniff.yml,Cisco Sniffing,medium,"credential-access,discovery",T1040,rules,rules/network/cisco/aaa/cisco_cli_net_sniff.yml
cisco_cli_dot1x_disabled.yml,Cisco Dot1x Disabled,medium,"credential-access,defense-impairment,persistence","T1556.004,T1685",rules,rules/network/cisco/aaa/cisco_cli_dot1x_disabled.yml
cisco_cli_clear_logs.yml,Cisco Clear Logs,high,stealth,T1070.003,rules,rules/network/cisco/aaa/cisco_cli_clear_logs.yml
cisco_cli_local_accounts.yml,Cisco Local Accounts,high,"persistence,privilege-escalation","T1098,T1136.001",rules,rules/network/cisco/aaa/cisco_cli_local_accounts.yml
cisco_cli_file_deletion.yml,Cisco File Deletion,medium,"impact,stealth","T1070.004,T1561.001,T1561.002",rules,rules/network/cisco/aaa/cisco_cli_file_deletion.yml
cisco_cli_discovery.yml,Cisco Discovery,low,discovery,"T1016,T1018,T1033,T1049,T1057,T1082,T1083,T1124,T1201",rules,rules/network/cisco/aaa/cisco_cli_discovery.yml
cisco_cli_modify_config.yml,Cisco Modify Configuration,medium,"execution,impact,persistence,privilege-escalation","T1053,T1490,T1505,T1565.002",rules,rules/network/cisco/aaa/cisco_cli_modify_config.yml
cisco_cli_moving_data.yml,Cisco Stage Data,low,"collection,command-and-control,exfiltration,lateral-movement","T1074,T1105,T1560.001",rules,rules/network/cisco/aaa/cisco_cli_moving_data.yml
cisco_cli_input_capture.yml,Cisco Show Commands Input,medium,credential-access,T1552.003,rules,rules/network/cisco/aaa/cisco_cli_input_capture.yml
cisco_bgp_md5_auth_failed.yml,Cisco BGP Authentication Failures,low,"collection,credential-access,initial-access,persistence,privilege-escalation,stealth","T1078,T1110,T1557",rules,rules/network/cisco/bgp/cisco_bgp_md5_auth_failed.yml
fortinet_fortigate_new_firewall_policy_added.yml,FortiGate - New Firewall Policy Added,medium,defense-impairment,T1685,rules,rules/network/fortinet/fortigate/fortinet_fortigate_new_firewall_policy_added.yml
fortinet_fortigate_new_local_user_created.yml,FortiGate - New Local User Created,medium,persistence,T1136.001,rules,rules/network/fortinet/fortigate/fortinet_fortigate_new_local_user_created.yml
fortinet_fortigate_user_group_modified.yml,FortiGate - User Group Modified,medium,"persistence,privilege-escalation",,rules,rules/network/fortinet/fortigate/fortinet_fortigate_user_group_modified.yml
fortinet_fortigate_new_firewall_address_object.yml,FortiGate - Firewall Address Object Added,medium,defense-impairment,T1685,rules,rules/network/fortinet/fortigate/fortinet_fortigate_new_firewall_address_object.yml
fortinet_fortigate_new_vpn_ssl_web_portal.yml,FortiGate - New VPN SSL Web Portal Added,medium,"initial-access,persistence",T1133,rules,rules/network/fortinet/fortigate/fortinet_fortigate_new_vpn_ssl_web_portal.yml
fortinet_fortigate_new_admin_account_created.yml,FortiGate - New Administrator Account Created,medium,persistence,T1136.001,rules,rules/network/fortinet/fortigate/fortinet_fortigate_new_admin_account_created.yml
fortinet_fortigate_vpn_ssl_settings_modified.yml,FortiGate - VPN SSL Settings Modified,medium,"initial-access,persistence",T1133,rules,rules/network/fortinet/fortigate/fortinet_fortigate_vpn_ssl_settings_modified.yml
zeek_smb_converted_win_atsvc_task.yml,Remote Task Creation via ATSVC Named Pipe - Zeek,medium,"execution,lateral-movement,persistence,privilege-escalation",T1053.002,rules,rules/network/zeek/zeek_smb_converted_win_atsvc_task.yml
zeek_default_cobalt_strike_certificate.yml,Default Cobalt Strike Certificate,high,command-and-control,,rules,rules/network/zeek/zeek_default_cobalt_strike_certificate.yml
zeek_dns_susp_zbit_flag.yml,Suspicious DNS Z Flag Bit Set,medium,command-and-control,"T1095,T1571",rules,rules/network/zeek/zeek_dns_susp_zbit_flag.yml
zeek_http_susp_file_ext_from_susp_tld.yml,HTTP Request to Low Reputation TLD or Suspicious File Extension,medium,"command-and-control,initial-access",,rules,rules/network/zeek/zeek_http_susp_file_ext_from_susp_tld.yml
zeek_smb_converted_win_susp_raccess_sensitive_fext.yml,Suspicious Access to Sensitive File Extensions - Zeek,medium,collection,,rules,rules/network/zeek/zeek_smb_converted_win_susp_raccess_sensitive_fext.yml
zeek_dce_rpc_potential_petit_potam_efs_rpc_call.yml,Potential PetitPotam Attack Via EFS RPC Calls,medium,"collection,credential-access","T1187,T1557.001",rules,rules/network/zeek/zeek_dce_rpc_potential_petit_potam_efs_rpc_call.yml
zeek_rdp_public_listener.yml,Publicly Accessible RDP Service,high,lateral-movement,T1021.001,rules,rules/network/zeek/zeek_rdp_public_listener.yml
zeek_susp_kerberos_rc4.yml,Kerberos Network Traffic RC4 Ticket Encryption,medium,credential-access,T1558.003,rules,rules/network/zeek/zeek_susp_kerberos_rc4.yml
zeek_dns_mining_pools.yml,DNS Events Related To Mining Pools,low,"execution,impact","T1496,T1569.002",rules,rules/network/zeek/zeek_dns_mining_pools.yml
zeek_smb_converted_win_susp_psexec.yml,Suspicious PsExec Execution - Zeek,high,lateral-movement,T1021.002,rules,rules/network/zeek/zeek_smb_converted_win_susp_psexec.yml
zeek_dce_rpc_mitre_bzar_persistence.yml,MITRE BZAR Indicators for Persistence,medium,"persistence,privilege-escalation",T1547.004,rules,rules/network/zeek/zeek_dce_rpc_mitre_bzar_persistence.yml
zeek_smb_converted_win_impacket_secretdump.yml,Possible Impacket SecretDump Remote Activity - Zeek,high,credential-access,"T1003.002,T1003.003,T1003.004",rules,rules/network/zeek/zeek_smb_converted_win_impacket_secretdump.yml
zeek_dns_kerberos_coercion_via_dns_object_spn_spoofing.yml,Suspicious DNS Query Indicating Kerberos Coercion via DNS Object SPN Spoofing - Network,high,"collection,credential-access,persistence,privilege-escalation","T1187,T1557.001",rules,rules/network/zeek/zeek_dns_kerberos_coercion_via_dns_object_spn_spoofing.yml
zeek_smb_converted_win_lm_namedpipe.yml,First Time Seen Remote Named Pipe - Zeek,high,lateral-movement,T1021.002,rules,rules/network/zeek/zeek_smb_converted_win_lm_namedpipe.yml
zeek_dce_rpc_mitre_bzar_execution.yml,MITRE BZAR Indicators for Execution,medium,"execution,persistence,privilege-escalation","T1047,T1053.002,T1569.002",rules,rules/network/zeek/zeek_dce_rpc_mitre_bzar_execution.yml
zeek_http_executable_download_from_webdav.yml,Executable from Webdav,medium,command-and-control,T1105,rules,rules/network/zeek/zeek_http_executable_download_from_webdav.yml
zeek_dce_rpc_smb_spoolss_named_pipe.yml,SMB Spoolss Name Piped Usage,medium,lateral-movement,T1021.002,rules,rules/network/zeek/zeek_dce_rpc_smb_spoolss_named_pipe.yml
zeek_http_webdav_put_request.yml,WebDav Put Request,low,exfiltration,T1048.003,rules,rules/network/zeek/zeek_http_webdav_put_request.yml
zeek_smb_converted_win_transferring_files_with_credential_data.yml,Transferring Files with Credential Data via Network Shares - Zeek,medium,credential-access,"T1003.001,T1003.002,T1003.003",rules,rules/network/zeek/zeek_smb_converted_win_transferring_files_with_credential_data.yml
zeek_dns_torproxy.yml,DNS TOR Proxies,medium,exfiltration,T1048,rules,rules/network/zeek/zeek_dns_torproxy.yml
zeek_dns_nkn.yml,New Kind of Network (NKN) Detection,low,command-and-control,,rules,rules/network/zeek/zeek_dns_nkn.yml
huawei_bgp_auth_failed.yml,Huawei BGP Authentication Failures,low,"collection,credential-access,initial-access,persistence,privilege-escalation,stealth","T1078,T1110,T1557",rules,rules/network/huawei/bgp/huawei_bgp_auth_failed.yml
juniper_bgp_missing_md5.yml,Juniper BGP Missing MD5,low,"collection,credential-access,initial-access,persistence,privilege-escalation,stealth","T1078,T1110,T1557",rules,rules/network/juniper/bgp/juniper_bgp_missing_md5.yml
net_dns_susp_telegram_api.yml,Telegram Bot API Request,medium,command-and-control,T1102.002,rules,rules/network/dns/net_dns_susp_telegram_api.yml
net_dns_susp_b64_queries.yml,Suspicious DNS Query with B64 Encoded String,medium,"command-and-control,exfiltration","T1048.003,T1071.004",rules,rules/network/dns/net_dns_susp_b64_queries.yml
net_dns_external_service_interaction_domains.yml,DNS Query to External Service Interaction Domains,high,"initial-access,reconnaissance","T1190,T1595.002",rules,rules/network/dns/net_dns_external_service_interaction_domains.yml
net_dns_susp_txt_exec_strings.yml,DNS TXT Answer with Possible Execution Strings,high,command-and-control,T1071.004,rules,rules/network/dns/net_dns_susp_txt_exec_strings.yml
net_dns_pua_cryptocoin_mining_xmr.yml,Monero Crypto Coin Mining Pool Lookup,high,"exfiltration,impact","T1496,T1567",rules,rules/network/dns/net_dns_pua_cryptocoin_mining_xmr.yml
net_dns_wannacry_killswitch_domain.yml,Wannacry Killswitch Domain,high,command-and-control,T1071.001,rules,rules/network/dns/net_dns_wannacry_killswitch_domain.yml
net_dns_mal_cobaltstrike.yml,Cobalt Strike DNS Beaconing,critical,command-and-control,T1071.004,rules,rules/network/dns/net_dns_mal_cobaltstrike.yml
net_firewall_cleartext_protocols.yml,Cleartext Protocol Usage,low,credential-access,,rules,rules/network/firewall/net_firewall_cleartext_protocols.yml
proc_creation_lnx_susp_java_children.yml,Suspicious Java Children Processes,high,execution,T1059,rules,rules/linux/process_creation/proc_creation_lnx_susp_java_children.yml
proc_creation_lnx_remove_package.yml,Linux Package Uninstall,low,stealth,T1070,rules,rules/linux/process_creation/proc_creation_lnx_remove_package.yml
proc_creation_lnx_susp_sensitive_file_access.yml,Potential Suspicious Change To Sensitive/Critical Files,medium,impact,T1565.001,rules,rules/linux/process_creation/proc_creation_lnx_susp_sensitive_file_access.yml
proc_creation_lnx_esxcli_network_discovery.yml,ESXi Network Configuration Discovery Via ESXCLI,medium,"discovery,execution","T1007,T1033,T1059.012",rules,rules/linux/process_creation/proc_creation_lnx_esxcli_network_discovery.yml
proc_creation_lnx_crontab_enumeration.yml,Crontab Enumeration,low,discovery,T1007,rules,rules/linux/process_creation/proc_creation_lnx_crontab_enumeration.yml
proc_creation_lnx_system_network_discovery.yml,System Network Discovery - Linux,informational,discovery,T1016,rules,rules/linux/process_creation/proc_creation_lnx_system_network_discovery.yml
proc_creation_lnx_systemctl_mask_power_settings.yml,Mask System Power Settings Via Systemctl,high,"impact,persistence",T1653,rules,rules/linux/process_creation/proc_creation_lnx_systemctl_mask_power_settings.yml
proc_creation_lnx_susp_script_interpretor_spawn_credential_scanner.yml,Script Interpreter Spawning Credential Scanner - Linux,high,"collection,credential-access,execution","T1005,T1059.004,T1552",rules,rules/linux/process_creation/proc_creation_lnx_susp_script_interpretor_spawn_credential_scanner.yml
proc_creation_lnx_local_groups.yml,Local Groups Discovery - Linux,low,discovery,T1069.001,rules,rules/linux/process_creation/proc_creation_lnx_local_groups.yml
proc_creation_lnx_doas_execution.yml,Linux Doas Tool Execution,low,privilege-escalation,T1548,rules,rules/linux/process_creation/proc_creation_lnx_doas_execution.yml
proc_creation_lnx_webshell_detection.yml,Linux Webshell Indicators,high,persistence,T1505.003,rules,rules/linux/process_creation/proc_creation_lnx_webshell_detection.yml
proc_creation_lnx_ruby_reverse_shell.yml,Potential Ruby Reverse Shell,medium,execution,,rules,rules/linux/process_creation/proc_creation_lnx_ruby_reverse_shell.yml
proc_creation_lnx_av_kaspersky_av_disabled.yml,Kaspersky Endpoint Security Stopped Via CommandLine - Linux,high,"defense-impairment,execution",T1685,rules,rules/linux/process_creation/proc_creation_lnx_av_kaspersky_av_disabled.yml
proc_creation_lnx_triple_cross_rootkit_install.yml,Triple Cross eBPF Rootkit Install Commands,high,stealth,T1014,rules,rules/linux/process_creation/proc_creation_lnx_triple_cross_rootkit_install.yml
proc_creation_lnx_gcc_shell_execution.yml,Shell Execution GCC  - Linux,high,discovery,T1083,rules,rules/linux/process_creation/proc_creation_lnx_gcc_shell_execution.yml
proc_creation_lnx_php_reverse_shell.yml,Potential PHP Reverse Shell,high,execution,,rules,rules/linux/process_creation/proc_creation_lnx_php_reverse_shell.yml
proc_creation_lnx_crypto_mining.yml,Linux Crypto Mining Indicators,high,impact,T1496,rules,rules/linux/process_creation/proc_creation_lnx_crypto_mining.yml
proc_creation_lnx_nice_shell_execution.yml,Shell Execution via Nice - Linux,high,discovery,T1083,rules,rules/linux/process_creation/proc_creation_lnx_nice_shell_execution.yml
proc_creation_lnx_rsync_shell_execution.yml,Shell Execution via Rsync - Linux,high,execution,T1059,rules,rules/linux/process_creation/proc_creation_lnx_rsync_shell_execution.yml
proc_creation_lnx_find_shell_execution.yml,Shell Execution via Find - Linux,high,discovery,T1083,rules,rules/linux/process_creation/proc_creation_lnx_find_shell_execution.yml
proc_creation_lnx_services_stop_and_disable.yml,Disable Or Stop Services,medium,"defense-impairment,impact","T1489,T1685",rules,rules/linux/process_creation/proc_creation_lnx_services_stop_and_disable.yml
proc_creation_lnx_ssm_agent_abuse.yml,Potential Linux Amazon SSM Agent Hijacking,medium,"command-and-control,persistence",T1219.002,rules,rules/linux/process_creation/proc_creation_lnx_ssm_agent_abuse.yml
proc_creation_lnx_susp_dockerenv_recon.yml,Docker Container Discovery Via Dockerenv Listing,low,discovery,T1082,rules,rules/linux/process_creation/proc_creation_lnx_susp_dockerenv_recon.yml
proc_creation_lnx_susp_process_reading_sudoers.yml,Access of Sudoers File Content,medium,reconnaissance,T1592.004,rules,rules/linux/process_creation/proc_creation_lnx_susp_process_reading_sudoers.yml
proc_creation_lnx_perl_reverse_shell.yml,Potential Perl Reverse Shell Execution,high,execution,,rules,rules/linux/process_creation/proc_creation_lnx_perl_reverse_shell.yml
proc_creation_lnx_pua_trufflehog.yml,PUA - TruffleHog Execution - Linux,medium,"credential-access,discovery","T1083,T1552.001",rules,rules/linux/process_creation/proc_creation_lnx_pua_trufflehog.yml
proc_creation_lnx_ssh_shell_execution.yml,Shell Invocation Via Ssh - Linux,high,execution,T1059,rules,rules/linux/process_creation/proc_creation_lnx_ssh_shell_execution.yml
proc_creation_lnx_clear_syslog.yml,Syslog Clearing or Removal Via System Utilities,high,defense-impairment,T1685.006,rules,rules/linux/process_creation/proc_creation_lnx_clear_syslog.yml
proc_creation_lnx_curl_usage.yml,Curl Usage on Linux,low,command-and-control,T1105,rules,rules/linux/process_creation/proc_creation_lnx_curl_usage.yml
proc_creation_lnx_remote_access_tools_teamviewer_incoming_connection.yml,Remote Access Tool - Team Viewer Session Started On Linux Host,low,"initial-access,persistence",T1133,rules,rules/linux/process_creation/proc_creation_lnx_remote_access_tools_teamviewer_incoming_connection.yml
proc_creation_lnx_cp_passwd_or_shadow_tmp.yml,Copy Passwd Or Shadow From TMP Path,high,credential-access,T1552.001,rules,rules/linux/process_creation/proc_creation_lnx_cp_passwd_or_shadow_tmp.yml
proc_creation_lnx_capa_discovery.yml,Capabilities Discovery - Linux,low,discovery,T1083,rules,rules/linux/process_creation/proc_creation_lnx_capa_discovery.yml
proc_creation_lnx_cap_setgid.yml,Linux Setgid Capability Set on a Binary via Setcap Utility,low,"persistence,privilege-escalation","T1548,T1554",rules,rules/linux/process_creation/proc_creation_lnx_cap_setgid.yml
proc_creation_lnx_susp_recon_indicators.yml,Linux Recon Indicators,high,"credential-access,reconnaissance","T1552.001,T1592.004",rules,rules/linux/process_creation/proc_creation_lnx_susp_recon_indicators.yml
